tweet_id,Text,created_at,cleaned_text,tokens,processed_tokens,final_text,is_relevant,similarity_score,is_semantically_relevant,is_relevant_keyword,is_relevant_similarity
1658253159754498048,"@hookskat @InfiDale3476 People don't pray for those who need prayers most the poor dying of hunger, malnutrition ,dysentry, cholera.
Who cannot afford basic food and medical treatment.",2023-05-15 23:28:56+00:00,people don't pray for those who need prayers most the poor dying of hunger malnutrition dysentry cholera who cannot afford basic food and medical treatment,"['people', 'do', ""n't"", 'pray', 'for', 'those', 'who', 'need', 'prayers', 'most', 'the', 'poor', 'dying', 'of', 'hunger', 'malnutrition', 'dysentry', 'cholera', 'who', 'can', 'not', 'afford', 'basic', 'food', 'and', 'medical', 'treatment']","['people', ""n't"", 'pray', 'need', 'prayer', 'poor', 'dying', 'hunger', 'malnutrition', 'dysentry', 'cholera', 'afford', 'basic', 'food', 'medical', 'treatment']",people n't pray need prayer poor dying hunger malnutrition dysentry cholera afford basic food medical treatment,True,0.38552842,False,True,False
1658249995730993152,"@JohnapIdris1 @AndyHammers @MailOnline Smallpox, TB, Flu and Cholera.",2023-05-15 23:16:22+00:00,smallpox tb flu and cholera,"['smallpox', 'tb', 'flu', 'and', 'cholera']","['smallpox', 'tb', 'flu', 'cholera']",smallpox tb flu cholera,True,0.501987,True,False,True
1658226898453897216,"@chrischinaire At least you can swim there now,Chris. But chenjera cholera! ð¤£",2023-05-15 21:44:35+00:00,at least you can swim there nowchris but chenjera cholera,"['at', 'least', 'you', 'can', 'swim', 'there', 'nowchris', 'but', 'chenjera', 'cholera']","['least', 'swim', 'nowchris', 'chenjera', 'cholera']",least swim nowchris chenjera cholera,True,0.5153966,True,False,True
1658217521437089807,UN warns of cross-border spread as cholera kills 94 in Ethiopia https://t.co/R1DGz8i8GZ,2023-05-15 21:07:19+00:00,un warns of crossborder spread as cholera kills in ethiopia,"['un', 'warns', 'of', 'crossborder', 'spread', 'as', 'cholera', 'kills', 'in', 'ethiopia']","['un', 'warns', 'crossborder', 'spread', 'cholera', 'kill', 'ethiopia']",un warns crossborder spread cholera kill ethiopia,True,0.5251804,True,False,True
1658209233072955425,"I, too, think you should risk getting cholera to post the receipt of your very expensive breakfast.",2023-05-15 20:34:23+00:00,i too think you should risk getting cholera to post the receipt of your very expensive breakfast,"['i', 'too', 'think', 'you', 'should', 'risk', 'getting', 'cholera', 'to', 'post', 'the', 'receipt', 'of', 'your', 'very', 'expensive', 'breakfast']","['think', 'risk', 'getting', 'cholera', 'post', 'receipt', 'expensive', 'breakfast']",think risk getting cholera post receipt expensive breakfast,True,0.51235276,True,False,True
1658202112038150164,@NewsHawksLive Symptom of a collapsed economy:- outbreaks of eradicated diseases like cholera.,2023-05-15 20:06:06+00:00,symptom of a collapsed economy outbreaks of eradicated diseases like cholera,"['symptom', 'of', 'a', 'collapsed', 'economy', 'outbreaks', 'of', 'eradicated', 'diseases', 'like', 'cholera']","['symptom', 'collapsed', 'economy', 'outbreak', 'eradicated', 'disease', 'like', 'cholera']",symptom collapsed economy outbreak eradicated disease like cholera,True,0.5878899,True,False,True
1658199165170483201,He died of Cholera,2023-05-15 19:54:23+00:00,he died of cholera,"['he', 'died', 'of', 'cholera']","['died', 'cholera']",died cholera,True,0.5802491,True,False,True
1658198241119465472,"Mozambique faces worst cholera outbreak in more than 20 years - Africanews: ... fetching water from these contaminated water sources"", said Michael Chimedza, chief, Field Office, United Nations Children's Fund (UNICEF).",2023-05-15 19:50:43+00:00,mozambique faces worst cholera outbreak in more than years africanews fetching water from these contaminated water sources said michael chimedza chief field office united nations children's fund unicef,"['mozambique', 'faces', 'worst', 'cholera', 'outbreak', 'in', 'more', 'than', 'years', 'africanews', 'fetching', 'water', 'from', 'these', 'contaminated', 'water', 'sources', 'said', 'michael', 'chimedza', 'chief', 'field', 'office', 'united', 'nations', 'children', ""'s"", 'fund', 'unicef']","['mozambique', 'face', 'worst', 'cholera', 'outbreak', 'year', 'africanews', 'fetching', 'water', 'contaminated', 'water', 'source', 'said', 'michael', 'chimedza', 'chief', 'field', 'office', 'united', 'nation', 'child', ""'s"", 'fund', 'unicef']",mozambique face worst cholera outbreak year africanews fetching water contaminated water source said michael chimedza chief field office united nation child 's fund unicef,True,0.5708823,True,False,True
1658198198626975746,"Tanzania: Yanga, Unicef Join Fight Against Cholera - https://t.co/cZS2c16Px0: ... the United Nations International Children's Emergency Fund (UNICEF), ... and controlling all water-borne diseases, especially cholera.",2023-05-15 19:50:33+00:00,tanzania yanga unicef join fight against cholera the united nations international children's emergency fund unicef and controlling all waterborne diseases especially cholera,"['tanzania', 'yanga', 'unicef', 'join', 'fight', 'against', 'cholera', 'the', 'united', 'nations', 'international', 'children', ""'s"", 'emergency', 'fund', 'unicef', 'and', 'controlling', 'all', 'waterborne', 'diseases', 'especially', 'cholera']","['tanzania', 'yanga', 'unicef', 'join', 'fight', 'cholera', 'united', 'nation', 'international', 'child', ""'s"", 'emergency', 'fund', 'unicef', 'controlling', 'waterborne', 'disease', 'especially', 'cholera']",tanzania yanga unicef join fight cholera united nation international child 's emergency fund unicef controlling waterborne disease especially cholera,True,0.53437984,True,False,True
1658197374223765504,@DrChrisHope @Feargal_Sharkey Is there a likelihood of cholera making a comeback if the pollution of ð© in our water continues?,2023-05-15 19:47:16+00:00,is there a likelihood of cholera making a comeback if the pollution of in our water continues,"['is', 'there', 'a', 'likelihood', 'of', 'cholera', 'making', 'a', 'comeback', 'if', 'the', 'pollution', 'of', 'in', 'our', 'water', 'continues']","['likelihood', 'cholera', 'making', 'comeback', 'pollution', 'water', 'continues']",likelihood cholera making comeback pollution water continues,True,0.64371467,True,False,True
1658196609681825792,@TWRPband @MagicSword @RealGoodTouring i literally made a river water video in high school for a project on cholera,2023-05-15 19:44:14+00:00,i literally made a river water video in high school for a project on cholera,"['i', 'literally', 'made', 'a', 'river', 'water', 'video', 'in', 'high', 'school', 'for', 'a', 'project', 'on', 'cholera']","['literally', 'made', 'river', 'water', 'video', 'high', 'school', 'project', 'cholera']",literally made river water video high school project cholera,True,0.53405315,True,False,True
1658193922059804677,Mozambique faces worst cholera outbreak in more than 20 years https://t.co/d9RgUi6uB8,2023-05-15 19:33:33+00:00,mozambique faces worst cholera outbreak in more than years,"['mozambique', 'faces', 'worst', 'cholera', 'outbreak', 'in', 'more', 'than', 'years']","['mozambique', 'face', 'worst', 'cholera', 'outbreak', 'year']",mozambique face worst cholera outbreak year,True,0.54486966,True,False,True
1658179230281134080,Zimbabwe reports more than 800 cholera cases in past three months #Outbreak #Cholera https://t.co/tnNsI3VrIm,2023-05-15 18:35:10+00:00,zimbabwe reports more than cholera cases in past three months,"['zimbabwe', 'reports', 'more', 'than', 'cholera', 'cases', 'in', 'past', 'three', 'months']","['zimbabwe', 'report', 'cholera', 'case', 'past', 'three', 'month']",zimbabwe report cholera case past three month,True,0.55053616,True,False,True
1658176217839722497,@WathanuWarui @ArtcaffeKenya With cholera outbreak where are staff washing hands,2023-05-15 18:23:12+00:00,with cholera outbreak where are staff washing hands,"['with', 'cholera', 'outbreak', 'where', 'are', 'staff', 'washing', 'hands']","['cholera', 'outbreak', 'staff', 'washing', 'hand']",cholera outbreak staff washing hand,True,0.52526087,True,False,True
1658169942397575174,"@brewergnome @LadyDoctorSays @seananmcguire Imagine if we had said âcholera isnât going away, we have to learn to live with the cholera, itâs endemic nowâ instead of building proper sanitation to clean the water.",2023-05-15 17:58:16+00:00,imagine if we had said cholera isnt going away we have to learn to live with the cholera its endemic now instead of building proper sanitation to clean the water,"['imagine', 'if', 'we', 'had', 'said', 'cholera', 'isnt', 'going', 'away', 'we', 'have', 'to', 'learn', 'to', 'live', 'with', 'the', 'cholera', 'its', 'endemic', 'now', 'instead', 'of', 'building', 'proper', 'sanitation', 'to', 'clean', 'the', 'water']","['imagine', 'said', 'cholera', 'isnt', 'going', 'away', 'learn', 'live', 'cholera', 'endemic', 'instead', 'building', 'proper', 'sanitation', 'clean', 'water']",imagine said cholera isnt going away learn live cholera endemic instead building proper sanitation clean water,True,0.5777548,True,False,True
1658169593054081026,"The recent outbreak of cholera in Zimbabwe which is spreading across the nation with over 800 cases and five deaths reflects the country's collapsed healthacre system and poor infrastructure development.
It also shows the dilapidation of water and sanitation systems in a country mired in economic decay and crisis for decades.
Inadequate access to water and poor sanitation infrastructure are a major source of health risks and deadly disease outbreaks such as cholera. 
Poor and inadequate water and sanitation is a leading cause of poverty, morbidity (disease and illness) and mortality (deaths) in Zimbabwe.
The first recorded cholera case was on 12 February 2023 with the disease now rampaging across all the country's 10 administrative provinces. 
As at 13 April 2023, 436 suspected cholera cases had been reported, two laboratory confirmed deaths, seven suspected deaths and 88 confirmed cases.
Now there have been 834 cholera cases and five deaths, showing a seriously deteriorating situation.
The largest cholera outbreak in Zimbabwe occurred between August 2008 and July 2009, with 98 592 cases and 4288 deaths recorded.",2023-05-15 17:56:52+00:00,the recent outbreak of cholera in zimbabwe which is spreading across the nation with over cases and five deaths reflects the country's collapsed healthacre system and poor infrastructure development it also shows the dilapidation of water and sanitation systems in a country mired in economic decay and crisis for decades inadequate access to water and poor sanitation infrastructure are a major source of health risks and deadly disease outbreaks such as cholera poor and inadequate water and sanitation is a leading cause of poverty morbidity disease and illness and mortality deaths in zimbabwe the first recorded cholera case was on february with the disease now rampaging across all the country's administrative provinces as at april suspected cholera cases had been reported two laboratory confirmed deaths seven suspected deaths and confirmed cases now there have been cholera cases and five deaths showing a seriously deteriorating situation the largest cholera outbreak in zimbabwe occurred between august and july with cases and deaths recorded,"['the', 'recent', 'outbreak', 'of', 'cholera', 'in', 'zimbabwe', 'which', 'is', 'spreading', 'across', 'the', 'nation', 'with', 'over', 'cases', 'and', 'five', 'deaths', 'reflects', 'the', 'country', ""'s"", 'collapsed', 'healthacre', 'system', 'and', 'poor', 'infrastructure', 'development', 'it', 'also', 'shows', 'the', 'dilapidation', 'of', 'water', 'and', 'sanitation', 'systems', 'in', 'a', 'country', 'mired', 'in', 'economic', 'decay', 'and', 'crisis', 'for', 'decades', 'inadequate', 'access', 'to', 'water', 'and', 'poor', 'sanitation', 'infrastructure', 'are', 'a', 'major', 'source', 'of', 'health', 'risks', 'and', 'deadly', 'disease', 'outbreaks', 'such', 'as', 'cholera', 'poor', 'and', 'inadequate', 'water', 'and', 'sanitation', 'is', 'a', 'leading', 'cause', 'of', 'poverty', 'morbidity', 'disease', 'and', 'illness', 'and', 'mortality', 'deaths', 'in', 'zimbabwe', 'the', 'first', 'recorded', 'cholera', 'case', 'was', 'on', 'february', 'with', 'the', 'disease', 'now', 'rampaging', 'across', 'all', 'the', 'country', ""'s"", 'administrative', 'provinces', 'as', 'at', 'april', 'suspected', 'cholera', 'cases', 'had', 'been', 'reported', 'two', 'laboratory', 'confirmed', 'deaths', 'seven', 'suspected', 'deaths', 'and', 'confirmed', 'cases', 'now', 'there', 'have', 'been', 'cholera', 'cases', 'and', 'five', 'deaths', 'showing', 'a', 'seriously', 'deteriorating', 'situation', 'the', 'largest', 'cholera', 'outbreak', 'in', 'zimbabwe', 'occurred', 'between', 'august', 'and', 'july', 'with', 'cases', 'and', 'deaths', 'recorded']","['recent', 'outbreak', 'cholera', 'zimbabwe', 'spreading', 'across', 'nation', 'case', 'five', 'death', 'reflects', 'country', ""'s"", 'collapsed', 'healthacre', 'system', 'poor', 'infrastructure', 'development', 'also', 'show', 'dilapidation', 'water', 'sanitation', 'system', 'country', 'mired', 'economic', 'decay', 'crisis', 'decade', 'inadequate', 'access', 'water', 'poor', 'sanitation', 'infrastructure', 'major', 'source', 'health', 'risk', 'deadly', 'disease', 'outbreak', 'cholera', 'poor', 'inadequate', 'water', 'sanitation', 'leading', 'cause', 'poverty', 'morbidity', 'disease', 'illness', 'mortality', 'death', 'zimbabwe', 'first', 'recorded', 'cholera', 'case', 'february', 'disease', 'rampaging', 'across', 'country', ""'s"", 'administrative', 'province', 'april', 'suspected', 'cholera', 'case', 'reported', 'two', 'laboratory', 'confirmed', 'death', 'seven', 'suspected', 'death', 'confirmed', 'case', 'cholera', 'case', 'five', 'death', 'showing', 'seriously', 'deteriorating', 'situation', 'largest', 'cholera', 'outbreak', 'zimbabwe', 'occurred', 'august', 'july', 'case', 'death', 'recorded']",recent outbreak cholera zimbabwe spreading across nation case five death reflects country 's collapsed healthacre system poor infrastructure development also show dilapidation water sanitation system country mired economic decay crisis decade inadequate access water poor sanitation infrastructure major source health risk deadly disease outbreak cholera poor inadequate water sanitation leading cause poverty morbidity disease illness mortality death zimbabwe first recorded cholera case february disease rampaging across country 's administrative province april suspected cholera case reported two laboratory confirmed death seven suspected death confirmed case cholera case five death showing seriously deteriorating situation largest cholera outbreak zimbabwe occurred august july case death recorded,True,0.5519694,True,False,True
1658167765025411073,@WathanuWarui Get cholera vaccine please. These places you're visiting are overhyped decor but no hygiene. Try kibandaski for the most fresh foods,2023-05-15 17:49:37+00:00,get cholera vaccine please these places you're visiting are overhyped decor but no hygiene try kibandaski for the most fresh foods,"['get', 'cholera', 'vaccine', 'please', 'these', 'places', 'you', ""'re"", 'visiting', 'are', 'overhyped', 'decor', 'but', 'no', 'hygiene', 'try', 'kibandaski', 'for', 'the', 'most', 'fresh', 'foods']","['get', 'cholera', 'vaccine', 'please', 'place', ""'re"", 'visiting', 'overhyped', 'decor', 'hygiene', 'try', 'kibandaski', 'fresh', 'food']",get cholera vaccine please place 're visiting overhyped decor hygiene try kibandaski fresh food,True,0.52748585,True,False,True
1658164795114152015,@mou34dh @AfricaViewFacts Criying for the cholera ? A disease of middle age ð,2023-05-15 17:37:49+00:00,criying for the cholera a disease of middle age,"['criying', 'for', 'the', 'cholera', 'a', 'disease', 'of', 'middle', 'age']","['criying', 'cholera', 'disease', 'middle', 'age']",criying cholera disease middle age,True,0.6251732,True,False,True
1658160219950657572,Meanwhile cholera... https://t.co/52W58busdA,2023-05-15 17:19:38+00:00,meanwhile cholera,"['meanwhile', 'cholera']","['meanwhile', 'cholera']",meanwhile cholera,True,0.6066915,True,False,True
1658155686398930944,"@Welsh__Laurie They say itâs whatâs on the inside that counts, but jeez thatâs just cholera ð¤£",2023-05-15 17:01:37+00:00,they say its whats on the inside that counts but jeez thats just cholera,"['they', 'say', 'its', 'whats', 'on', 'the', 'inside', 'that', 'counts', 'but', 'jeez', 'thats', 'just', 'cholera']","['say', 'whats', 'inside', 'count', 'jeez', 'thats', 'cholera']",say whats inside count jeez thats cholera,True,0.52533656,True,False,True
1658149614929756160,@Shehusky U get cholera for ð§  abi?,2023-05-15 16:37:29+00:00,u get cholera for abi,"['u', 'get', 'cholera', 'for', 'abi']","['u', 'get', 'cholera', 'abi']",u get cholera abi,True,0.5760649,True,False,True
1658149481878114305,@thetimwork Cholera is endemic in certain parts of Nairobi. It's ever present.,2023-05-15 16:36:58+00:00,cholera is endemic in certain parts of nairobi it's ever present,"['cholera', 'is', 'endemic', 'in', 'certain', 'parts', 'of', 'nairobi', 'it', ""'s"", 'ever', 'present']","['cholera', 'endemic', 'certain', 'part', 'nairobi', ""'s"", 'ever', 'present']",cholera endemic certain part nairobi 's ever present,True,0.53719175,True,False,True
1658148570632007689,@Wanjamajid It is a shocking read. Such a huge health risk. Add that there is a cholera outbreak in Nairobi.,2023-05-15 16:33:20+00:00,it is a shocking read such a huge health risk add that there is a cholera outbreak in nairobi,"['it', 'is', 'a', 'shocking', 'read', 'such', 'a', 'huge', 'health', 'risk', 'add', 'that', 'there', 'is', 'a', 'cholera', 'outbreak', 'in', 'nairobi']","['shocking', 'read', 'huge', 'health', 'risk', 'add', 'cholera', 'outbreak', 'nairobi']",shocking read huge health risk add cholera outbreak nairobi,True,0.51786625,True,False,True
1658148529691406350,"âCombined with the ongoing cholera outbreak, more children are suffering from severe wasting more rapidly, and will die if urgent measures are not taken.â - Bruno Maes, UNICEF Representative in #Haiti
@unicef https://t.co/6TgYvD2tBu",2023-05-15 16:33:11+00:00,combined with the ongoing cholera outbreak more children are suffering from severe wasting more rapidly and will die if urgent measures are not taken bruno maes unicef representative in,"['combined', 'with', 'the', 'ongoing', 'cholera', 'outbreak', 'more', 'children', 'are', 'suffering', 'from', 'severe', 'wasting', 'more', 'rapidly', 'and', 'will', 'die', 'if', 'urgent', 'measures', 'are', 'not', 'taken', 'bruno', 'maes', 'unicef', 'representative', 'in']","['combined', 'ongoing', 'cholera', 'outbreak', 'child', 'suffering', 'severe', 'wasting', 'rapidly', 'die', 'urgent', 'measure', 'taken', 'bruno', 'maes', 'unicef', 'representative']",combined ongoing cholera outbreak child suffering severe wasting rapidly die urgent measure taken bruno maes unicef representative,True,0.5307643,True,False,True
1658147243206033409,Ambiance and cholera ð,2023-05-15 16:28:04+00:00,ambiance and cholera,"['ambiance', 'and', 'cholera']","['ambiance', 'cholera']",ambiance cholera,True,0.609938,True,False,True
1658143801964126208,@MoHCCZim are you ready for the outbreak of Cholera in Masvingo. @edmnangagwa @ZANUPF_Official are clueless about the consequences of load shedding. https://t.co/anIO4WrlrM,2023-05-15 16:14:23+00:00,are you ready for the outbreak of cholera in masvingo are clueless about the consequences of load shedding,"['are', 'you', 'ready', 'for', 'the', 'outbreak', 'of', 'cholera', 'in', 'masvingo', 'are', 'clueless', 'about', 'the', 'consequences', 'of', 'load', 'shedding']","['ready', 'outbreak', 'cholera', 'masvingo', 'clueless', 'consequence', 'load', 'shedding']",ready outbreak cholera masvingo clueless consequence load shedding,True,0.5654904,True,False,True
1658133412643840000,"Meningitis, cholera kill 88, experts call for action",2023-05-15 15:33:06+00:00,meningitis cholera kill experts call for action,"['meningitis', 'cholera', 'kill', 'experts', 'call', 'for', 'action']","['meningitis', 'cholera', 'kill', 'expert', 'call', 'action']",meningitis cholera kill expert call action,True,0.5460679,True,False,True
1658118491893817346,"[15/5/63] The Federation Government has approved an emergency disbursement of $819,400 for the cholera outbreak in Malacca.",2023-05-15 14:33:49+00:00,the federation government has approved an emergency disbursement of for the cholera outbreak in malacca,"['the', 'federation', 'government', 'has', 'approved', 'an', 'emergency', 'disbursement', 'of', 'for', 'the', 'cholera', 'outbreak', 'in', 'malacca']","['federation', 'government', 'approved', 'emergency', 'disbursement', 'cholera', 'outbreak', 'malacca']",federation government approved emergency disbursement cholera outbreak malacca,True,0.5052884,True,False,True
1658118196073775107,"What if, work with me here, that restaurant that had no water everywhere is in a paid partnership with Cholera?
ð",2023-05-15 14:32:38+00:00,what if work with me here that restaurant that had no water everywhere is in a paid partnership with cholera,"['what', 'if', 'work', 'with', 'me', 'here', 'that', 'restaurant', 'that', 'had', 'no', 'water', 'everywhere', 'is', 'in', 'a', 'paid', 'partnership', 'with', 'cholera']","['work', 'restaurant', 'water', 'everywhere', 'paid', 'partnership', 'cholera']",work restaurant water everywhere paid partnership cholera,True,0.53897005,True,False,True
1658114146661982208,Haiti - Cholera : Daily bulletin #179 via @HaitiLibre https://t.co/9O8AAdIUzf,2023-05-15 14:16:33+00:00,haiti cholera daily bulletin via,"['haiti', 'cholera', 'daily', 'bulletin', 'via']","['haiti', 'cholera', 'daily', 'bulletin', 'via']",haiti cholera daily bulletin via,True,0.55645996,True,False,True
1658106350080245760,Malawi cholera outbreak: consequences of under-investment in water in Africa https://t.co/12uFOC15bQ,2023-05-15 13:45:34+00:00,malawi cholera outbreak consequences of underinvestment in water in africa,"['malawi', 'cholera', 'outbreak', 'consequences', 'of', 'underinvestment', 'in', 'water', 'in', 'africa']","['malawi', 'cholera', 'outbreak', 'consequence', 'underinvestment', 'water', 'africa']",malawi cholera outbreak consequence underinvestment water africa,True,0.5377008,True,False,True
1658106193020157955,@P_Kallioniemi @RobertKennedyJr Not easy - the choice between plague and cholera. ð,2023-05-15 13:44:57+00:00,not easy the choice between plague and cholera,"['not', 'easy', 'the', 'choice', 'between', 'plague', 'and', 'cholera']","['easy', 'choice', 'plague', 'cholera']",easy choice plague cholera,True,0.55586165,True,False,True
1658104392522899457,"@bevthrills Hey, at least thereâs no cholera. 
Oh crap, there is.",2023-05-15 13:37:47+00:00,hey at least theres no cholera oh crap there is,"['hey', 'at', 'least', 'theres', 'no', 'cholera', 'oh', 'crap', 'there', 'is']","['hey', 'least', 'there', 'cholera', 'oh', 'crap']",hey least there cholera oh crap,True,0.5337275,True,False,True
1658102124691988483,"@LordGichohi For real.. because knowing very well thereâs a cholera outbreak, you still sit and eat at an establishment that doesnât have waterâ¦",2023-05-15 13:28:47+00:00,for real because knowing very well theres a cholera outbreak you still sit and eat at an establishment that doesn't have water,"['for', 'real', 'because', 'knowing', 'very', 'well', 'theres', 'a', 'cholera', 'outbreak', 'you', 'still', 'sit', 'and', 'eat', 'at', 'an', 'establishment', 'that', 'does', ""n't"", 'have', 'water']","['real', 'knowing', 'well', 'there', 'cholera', 'outbreak', 'still', 'sit', 'eat', 'establishment', ""n't"", 'water']",real knowing well there cholera outbreak still sit eat establishment n't water,True,0.58923286,True,False,True
1658097034874822660,"@chigumbu_ @nelsonchamisa @adv_fulcrum @advocatemahere @CCCZimbabwe @Cde_Ostallos @bbmhlanga @freemanchari Cholera is a waterborne disease. Is this the time we can expect it or leaders need to Speak out about this, somehow we suspect citizens will be poisoned merely for wanting to rig the elections.",2023-05-15 13:08:33+00:00,cholera is a waterborne disease is this the time we can expect it or leaders need to speak out about this somehow we suspect citizens will be poisoned merely for wanting to rig the elections,"['cholera', 'is', 'a', 'waterborne', 'disease', 'is', 'this', 'the', 'time', 'we', 'can', 'expect', 'it', 'or', 'leaders', 'need', 'to', 'speak', 'out', 'about', 'this', 'somehow', 'we', 'suspect', 'citizens', 'will', 'be', 'poisoned', 'merely', 'for', 'wanting', 'to', 'rig', 'the', 'elections']","['cholera', 'waterborne', 'disease', 'time', 'expect', 'leader', 'need', 'speak', 'somehow', 'suspect', 'citizen', 'poisoned', 'merely', 'wanting', 'rig', 'election']",cholera waterborne disease time expect leader need speak somehow suspect citizen poisoned merely wanting rig election,True,0.515033,True,False,True
1658086697370894338,Temporary water shortage in an eating establishment should mean temporary close down of the same. Eish. Mnaeneza cholera unprovoked tu,2023-05-15 12:27:29+00:00,temporary water shortage in an eating establishment should mean temporary close down of the same eish mnaeneza cholera unprovoked tu,"['temporary', 'water', 'shortage', 'in', 'an', 'eating', 'establishment', 'should', 'mean', 'temporary', 'close', 'down', 'of', 'the', 'same', 'eish', 'mnaeneza', 'cholera', 'unprovoked', 'tu']","['temporary', 'water', 'shortage', 'eating', 'establishment', 'mean', 'temporary', 'close', 'eish', 'mnaeneza', 'cholera', 'unprovoked', 'tu']",temporary water shortage eating establishment mean temporary close eish mnaeneza cholera unprovoked tu,True,0.5934305,True,False,True
1658083827468623872,@XtremeGameplayz Imagine that water contains cholera,2023-05-15 12:16:04+00:00,imagine that water contains cholera,"['imagine', 'that', 'water', 'contains', 'cholera']","['imagine', 'water', 'contains', 'cholera']",imagine water contains cholera,True,0.6370426,True,False,True
1658079697480167425,"Cholera cases are on the rise in Zimbabwe after an outbreak three months ago.
https://t.co/JaCfTgbDSo",2023-05-15 11:59:40+00:00,cholera cases are on the rise in zimbabwe after an outbreak three months ago,"['cholera', 'cases', 'are', 'on', 'the', 'rise', 'in', 'zimbabwe', 'after', 'an', 'outbreak', 'three', 'months', 'ago']","['cholera', 'case', 'rise', 'zimbabwe', 'outbreak', 'three', 'month', 'ago']",cholera case rise zimbabwe outbreak three month ago,True,0.5551814,True,False,True
1658079329417396225,@BenJabu_ With Cholera outbreak.,2023-05-15 11:58:12+00:00,with cholera outbreak,"['with', 'cholera', 'outbreak']","['cholera', 'outbreak']",cholera outbreak,True,0.6818482,True,False,True
1658077702266535936,"@drmohanv When there was an epidemic of cholera in Bengal when 000s of people died, most of them poor, an American Dr came and explained to ppl how to destil water and drink.  The villagers asked: Dr, we can't afford to do that.  We take water from ponds and drink...Dr replied...3",2023-05-15 11:51:44+00:00,when there was an epidemic of cholera in bengal when s of people died most of them poor an american dr came and explained to ppl how to destil water and drink the villagers asked dr we can't afford to do that we take water from ponds and drinkdr replied,"['when', 'there', 'was', 'an', 'epidemic', 'of', 'cholera', 'in', 'bengal', 'when', 's', 'of', 'people', 'died', 'most', 'of', 'them', 'poor', 'an', 'american', 'dr', 'came', 'and', 'explained', 'to', 'ppl', 'how', 'to', 'destil', 'water', 'and', 'drink', 'the', 'villagers', 'asked', 'dr', 'we', 'ca', ""n't"", 'afford', 'to', 'do', 'that', 'we', 'take', 'water', 'from', 'ponds', 'and', 'drinkdr', 'replied']","['epidemic', 'cholera', 'bengal', 'people', 'died', 'poor', 'american', 'dr', 'came', 'explained', 'ppl', 'destil', 'water', 'drink', 'villager', 'asked', 'dr', 'ca', ""n't"", 'afford', 'take', 'water', 'pond', 'drinkdr', 'replied']",epidemic cholera bengal people died poor american dr came explained ppl destil water drink villager asked dr ca n't afford take water pond drinkdr replied,True,0.54120547,True,False,True
1658077577519546377,"@GeoffRogersEU @lindaarella @johnredwood Letâs have cholera and typhoid, the water companies are doing their best to poison our water.",2023-05-15 11:51:14+00:00,lets have cholera and typhoid the water companies are doing their best to poison our water,"['lets', 'have', 'cholera', 'and', 'typhoid', 'the', 'water', 'companies', 'are', 'doing', 'their', 'best', 'to', 'poison', 'our', 'water']","['let', 'cholera', 'typhoid', 'water', 'company', 'best', 'poison', 'water']",let cholera typhoid water company best poison water,True,0.518005,True,False,True
1658075141664907264,"All I hear is that you ate without the impending discomfiture of cholera, dysentery, amoeba, and more, crossing your mind even once?! Si lazima uonekane aki!",2023-05-15 11:41:33+00:00,all i hear is that you ate without the impending discomfiture of cholera dysentery amoeba and more crossing your mind even once si lazima uonekane aki,"['all', 'i', 'hear', 'is', 'that', 'you', 'ate', 'without', 'the', 'impending', 'discomfiture', 'of', 'cholera', 'dysentery', 'amoeba', 'and', 'more', 'crossing', 'your', 'mind', 'even', 'once', 'si', 'lazima', 'uonekane', 'aki']","['hear', 'ate', 'without', 'impending', 'discomfiture', 'cholera', 'dysentery', 'amoeba', 'crossing', 'mind', 'even', 'si', 'lazima', 'uonekane', 'aki']",hear ate without impending discomfiture cholera dysentery amoeba crossing mind even si lazima uonekane aki,True,0.5497146,True,False,True
1658070964075126785,"Well not afraid of amoeba, cholera, dysentery and the likes, but let's eat anyways ð¤¢",2023-05-15 11:24:57+00:00,well not afraid of amoeba cholera dysentery and the likes but let's eat anyways,"['well', 'not', 'afraid', 'of', 'amoeba', 'cholera', 'dysentery', 'and', 'the', 'likes', 'but', 'let', ""'s"", 'eat', 'anyways']","['well', 'afraid', 'amoeba', 'cholera', 'dysentery', 'like', 'let', ""'s"", 'eat', 'anyways']",well afraid amoeba cholera dysentery like let 's eat anyways,True,0.5252412,True,False,True
1658067831567556608,New preprint: MscS is a critical component for osmotic survival of&lt;i&gt;Vibrio cholerae&lt;/i&gt; https://t.co/p1jpBByiOJ #cholera,2023-05-15 11:12:31+00:00,new preprint mscs is a critical component for osmotic survival ofltigtvibrio choleraeltigt,"['new', 'preprint', 'mscs', 'is', 'a', 'critical', 'component', 'for', 'osmotic', 'survival', 'ofltigtvibrio', 'choleraeltigt']","['new', 'preprint', 'msc', 'critical', 'component', 'osmotic', 'survival', 'ofltigtvibrio', 'choleraeltigt']",new preprint msc critical component osmotic survival ofltigtvibrio choleraeltigt,True,0.50010705,True,False,True
